테스트번호,유저역할,유저아이디,테스트카테고리,메세지,응답결과_스테이터스코드,main버블,sub버블,cta버블,응답시간(ms),성공여부,검증오류,실행시간,응답결과_바디
MIDDLE-006,User_S,faq_test_user,進路・受験,志望校の相談にも乗ってもらえますか？,200,3.14では、生徒一人ひとりに担任がつき、志望校合格に向けた親身な学習サポートを提供しています。担任は定期的な個別面談を通じて、生徒の進捗状況やモチベーションを丁寧に管理し、効果的な学習計画を立てるお手伝いをさせていただきます。,,ぜひ一度、無料の個別相談会にお越しください。担任予定の講師と直接お話しいただき、志望校に向けた具体的な学習プランについてご相談させていただきます。,4488,성공,,2025-07-27T20:28:34.019Z,"[{""type"":""main"",""text"":""3.14では、生徒一人ひとりに担任がつき、志望校合格に向けた親身な学習サポートを提供しています。担任は定期的な個別面談を通じて、生徒の進捗状況やモチベーションを丁寧に管理し、効果的な学習計画を立てるお手伝いをさせていただきます。"",""attachment"":null},{""type"":""cta"",""text"":""ぜひ一度、無料の個別相談会にお越しください。担任予定の講師と直接お話しいただき、志望校に向けた具体的な学習プランについてご相談させていただきます。"",""attachment"":null}]"
MIDDLE-007,User_S,faq_test_user,施設・環境,自習室は使えますか？,200,3.14では、通常授業を受講している生徒は無料で自習室を利用できます。各教室に自習スペースが完備されており、オンライン自習システムも利用可能です。,,詳しい利用方法や各教室の自習室の空き状況については、お近くの教室へお気軽にお問い合わせください。ご希望の教室をお伝えいただければ、具体的な情報をご案内させていただきます。,3777,성공,,2025-07-27T20:28:33.307Z,"[{""type"":""main"",""text"":""3.14では、通常授業を受講している生徒は無料で自習室を利用できます。各教室に自習スペースが完備されており、オンライン自習システムも利用可能です。"",""attachment"":null},{""type"":""cta"",""text"":""詳しい利用方法や各教室の自習室の空き状況については、お近くの教室へお気軽にお問い合わせください。ご希望の教室をお伝えいただければ、具体的な情報をご案内させていただきます。"",""attachment"":null}]"
MIDDLE-008,User_S,faq_test_user,入塾・体験,入塾テストはありますか？,200,3.14では、合否を決めるような入塾テストは実施しておりません。生徒一人ひとりの学力を正確に把握するための体験授業を必須としております。,ご入会に向けて、まずは体験授業を通じて、お子様の現在の学習状況や目標をお伺いしながら、最適な学習プランをご提案させていただきます。,お気軽に最寄りの教室へお問い合わせください。体験授業のご予約や詳しい説明をさせていただきます。,3693,성공,,2025-07-27T20:28:33.223Z,"[{""type"":""main"",""text"":""3.14では、合否を決めるような入塾テストは実施しておりません。生徒一人ひとりの学力を正確に把握するための体験授業を必須としております。"",""attachment"":null},{""type"":""sub"",""text"":""ご入会に向けて、まずは体験授業を通じて、お子様の現在の学習状況や目標をお伺いしながら、最適な学習プランをご提案させていただきます。"",""attachment"":null},{""type"":""cta"",""text"":""お気軽に最寄りの教室へお問い合わせください。体験授業のご予約や詳しい説明をさせていただきます。"",""attachment"":null}]"
HIGH-001,User_S,faq_test_user,進路・受験,大学受験に対応していますか？,200,3.14では、国公立大学から私立大学まで幅広い大学受験に対応しており、北海道大学166名、東京大学20名、京都大学20名など、多くの合格実績があります。,"🎓 主な合格実績・国公立大学：949名（北海道大学、東京大学、京都大学など）・私立大学：2,466名（早稲田大学、慶應義塾大学、明治大学など）",詳しい指導内容や対策方法について知りたい場合は、お気軽にお問い合わせください。経験豊富な講師陣が丁寧にご説明させていただきます。,6321,성공,,2025-07-27T20:28:35.851Z,"[{""type"":""main"",""text"":""3.14では、国公立大学から私立大学まで幅広い大学受験に対応しており、北海道大学166名、東京大学20名、京都大学20名など、多くの合格実績があります。"",""attachment"":null},{""type"":""sub"",""text"":""🎓 主な合格実績\n・国公立大学：949名（北海道大学、東京大学、京都大学など）\n・私立大学：2,466名（早稲田大学、慶應義塾大学、明治大学など）"",""attachment"":null},{""type"":""cta"",""text"":""詳しい指導内容や対策方法について知りたい場合は、お気軽にお問い合わせください。経験豊富な講師陣が丁寧にご説明させていただきます。"",""attachment"":null}]"
HIGH-002,User_S,faq_test_user,進路・受験,推薦・総合型選抜の対策は可能ですか？,200,3.14では、個別指導の特長を活かし、生徒一人ひとりの志望校に合わせた推薦・総合型選抜の対策が可能です。思考力・表現力を育てる新入試対策講座も用意しています。,,詳しい対策内容や実績については、無料の個別相談でご説明させていただきます。お気軽にお問い合わせください。,5387,성공,,2025-07-27T20:28:42.240Z,"[{""type"":""main"",""text"":""3.14では、個別指導の特長を活かし、生徒一人ひとりの志望校に合わせた推薦・総合型選抜の対策が可能です。思考力・表現力を育てる新入試対策講座も用意しています。"",""attachment"":null},{""type"":""cta"",""text"":""詳しい対策内容や実績については、無料の個別相談でご説明させていただきます。お気軽にお問い合わせください。"",""attachment"":null}]"
HIGH-003,User_S,faq_test_user,授業・カリキュラム,英語4技能の対策はありますか？,200,3.14のレプトンでは、「聞く・話す・読む・書く」の英語4技能をバランスよく学べる個別指導型カリキュラムをご用意しています。年長から小学6年生まで、お子様のレベルに合わせて無理なく学習を進めることができます。,,詳しい授業内容やカリキュラムについて、無料の体験授業もご用意していますので、お気軽にお問い合わせください。,5797,성공,,2025-07-27T20:28:42.650Z,"[{""type"":""main"",""text"":""3.14のレプトンでは、「聞く・話す・読む・書く」の英語4技能をバランスよく学べる個別指導型カリキュラムをご用意しています。年長から小学6年生まで、お子様のレベルに合わせて無理なく学習を進めることができます。"",""attachment"":null},{""type"":""cta"",""text"":""詳しい授業内容やカリキュラムについて、無料の体験授業もご用意していますので、お気軽にお問い合わせください。"",""attachment"":null}]"
HIGH-004,User_S,faq_test_user,授業・カリキュラム,オンラインでの受講も可能ですか？,500,,,,2630,성공,Response body should be an array of bubbles,2025-07-27T20:29:14.577Z,Internal Server Error
HIGH-005,User_S,faq_test_user,授業・カリキュラム,模試の対策はしていますか？,200,3.14では、定期的な模擬試験の実施と対策を重視しており、生徒一人ひとりの学力を正確に把握し、効果的な受験対策を行っています。,📝 模試対策の特徴：・個別カリキュラムに基づく弱点補強・模試の結果分析と具体的な改善プラン作成・担任講師による丁寧なフォローアップ,詳しい模試の日程や対策方法について知りたい場合は、お気軽に各校舎までお問い合わせください。無料の個別相談も実施しております。,6415,성공,,2025-07-27T20:28:43.269Z,"[{""type"":""main"",""text"":""3.14では、定期的な模擬試験の実施と対策を重視しており、生徒一人ひとりの学力を正確に把握し、効果的な受験対策を行っています。"",""attachment"":null},{""type"":""sub"",""text"":""📝 模試対策の特徴：\n・個別カリキュラムに基づく弱点補強\n・模試の結果分析と具体的な改善プラン作成\n・担任講師による丁寧なフォローアップ"",""attachment"":null},{""type"":""cta"",""text"":""詳しい模試の日程や対策方法について知りたい場合は、お気軽に各校舎までお問い合わせください。無料の個別相談も実施しております。"",""attachment"":null}]"
HIGH-006,User_S,faq_test_user,進路・受験,共通テスト対策は行っていますか？,200,申し訳ございませんが、3.14の共通テスト対策に関する具体的な情報を確認することができません。正確な情報をお伝えするため、お近くの3.14教室か本部へ直接お問い合わせいただくことをお勧めいたします。,,詳しい情報については、3.14の教室スタッフが丁寧にご説明させていただきますので、お気軽にお問い合わせください。,6413,성공,,2025-07-27T20:28:43.268Z,"[{""type"":""main"",""text"":""申し訳ございませんが、3.14の共通テスト対策に関する具体的な情報を確認することができません。正確な情報をお伝えするため、お近くの3.14教室か本部へ直接お問い合わせいただくことをお勧めいたします。"",""attachment"":null},{""type"":""cta"",""text"":""詳しい情報については、3.14の教室スタッフが丁寧にご説明させていただきますので、お気軽にお問い合わせください。"",""attachment"":null}]"
HIGH-007,User_S,faq_test_user,授業・カリキュラム,授業は個別ですか？集団ですか？,200,3.14では、生徒一人ひとりに最適化された個別指導を提供しています。担任講師と講師によるダブル指導体制で、自分専用のカリキュラムに沿って学習を進めることができます。,🎓 主な特徴：- 個別に最適化された教材- 担任と講師によるダブル指導体制- 定額制で受講科目が受け放題- 自習スペースと個別サポート完備,詳しい授業内容や料金については、お気軽に各教室までお問い合わせください。無料の体験授業もご用意していますので、実際の授業の雰囲気を体験していただけます。,5821,성공,,2025-07-27T20:29:21.401Z,"[{""type"":""main"",""text"":""3.14では、生徒一人ひとりに最適化された個別指導を提供しています。担任講師と講師によるダブル指導体制で、自分専用のカリキュラムに沿って学習を進めることができます。"",""attachment"":null},{""type"":""sub"",""text"":""🎓 主な特徴：\n- 個別に最適化された教材\n- 担任と講師によるダブル指導体制\n- 定額制で受講科目が受け放題\n- 自習スペースと個別サポート完備"",""attachment"":null},{""type"":""cta"",""text"":""詳しい授業内容や料金については、お気軽に各教室までお問い合わせください。無料の体験授業もご用意していますので、実際の授業の雰囲気を体験していただけます。"",""attachment"":null}]"
HIGH-008,User_S,faq_test_user,授業・カリキュラム,どの教科でも対応できますか？,200,3.14では、小学生から高校生まで、全ての主要教科に対応しています。個別指導やオンライン指導を通じて、一人ひとりに合わせた最適なカリキュラムを提供しています。,🎓 対応教科・コース- 小学生：算数、国語、理科、社会、英語- 中学生：数学、国語、理科、社会、英語- 高校生：数学、国語、理科、社会、英語、その他受験科目,まずは無料体験授業で、実際の授業の様子をご確認いただけます。お気軽にお問い合わせください。,5845,성공,,2025-07-27T20:29:21.424Z,"[{""type"":""main"",""text"":""3.14では、小学生から高校生まで、全ての主要教科に対応しています。個別指導やオンライン指導を通じて、一人ひとりに合わせた最適なカリキュラムを提供しています。"",""attachment"":null},{""type"":""sub"",""text"":""🎓 対応教科・コース\n- 小学生：算数、国語、理科、社会、英語\n- 中学生：数学、国語、理科、社会、英語\n- 高校生：数学、国語、理科、社会、英語、その他受験科目"",""attachment"":null},{""type"":""cta"",""text"":""まずは無料体験授業で、実際の授業の様子をご確認いただけます。お気軽にお問い合わせください。"",""attachment"":null}]"
HIGH-009,User_S,faq_test_user,授業・カリキュラム,通塾頻度はどのくらいが理想ですか？,200,3.14では、生徒一人ひとりの学習目標や学力に合わせて最適な通塾頻度を設定しています。標準的な例として中学生2科目コースでは月16回（週4回程度）の受講が基本となっています。,,学習の定着度や部活動との両立を考慮しながら、柔軟に対応が可能です。テスト前には追加の授業を受けることもでき、費用は追加されません。ぜひ、お近くの教室でご相談ください。,3931,성공,,2025-07-27T20:29:19.510Z,"[{""type"":""main"",""text"":""3.14では、生徒一人ひとりの学習目標や学力に合わせて最適な通塾頻度を設定しています。標準的な例として中学生2科目コースでは月16回（週4回程度）の受講が基本となっています。"",""attachment"":null},{""type"":""cta"",""text"":""学習の定着度や部活動との両立を考慮しながら、柔軟に対応が可能です。テスト前には追加の授業を受けることもでき、費用は追加されません。ぜひ、お近くの教室でご相談ください。"",""attachment"":null}]"
HIGH-010,User_S,faq_test_user,授業・カリキュラム,忙しい部活と両立できますか？,200,3.14では、部活動との両立を積極的にサポートしており、生徒一人ひとりの部活動スケジュールに合わせて柔軟に授業時間を調整することができます。,🕒 時間の柔軟性・基本の時間割はありますが、部活動に応じて相談可能・前日までの連絡で振替授業が可能・テスト前は授業回数を追加可能（追加費用なし）,まずは、お通いになる予定の教室に、ご希望の曜日や時間帯についてご相談ください。部活動の予定を考慮しながら、最適な学習スケジュールを一緒に組み立てていきましょう。,5151,성공,,2025-07-27T20:29:20.730Z,"[{""type"":""main"",""text"":""3.14では、部活動との両立を積極的にサポートしており、生徒一人ひとりの部活動スケジュールに合わせて柔軟に授業時間を調整することができます。"",""attachment"":null},{""type"":""sub"",""text"":""🕒 時間の柔軟性\n・基本の時間割はありますが、部活動に応じて相談可能\n・前日までの連絡で振替授業が可能\n・テスト前は授業回数を追加可能（追加費用なし）"",""attachment"":null},{""type"":""cta"",""text"":""まずは、お通いになる予定の教室に、ご希望の曜日や時間帯についてご相談ください。部活動の予定を考慮しながら、最適な学習スケジュールを一緒に組み立てていきましょう。"",""attachment"":null}]"
HIGH-011,User_S,faq_test_user,講師・指導,講師は現役の大学生ですか？プロ講師ですか？,200,3.14では、現役大学生の精鋭講師陣が指導を担当しています。窪田先生、福田先生、五十嵐先生など、優秀な現役大学生講師が在籍しています。,,生徒一人一人の学習面だけでなく精神面のサポートも手厚く行っており、アットホームな雰囲気の中で志望校合格に向けて指導を行っています。,4903,성공,,2025-07-27T20:29:20.484Z,"[{""type"":""main"",""text"":""3.14では、現役大学生の精鋭講師陣が指導を担当しています。窪田先生、福田先生、五十嵐先生など、優秀な現役大学生講師が在籍しています。"",""attachment"":null},{""type"":""cta"",""text"":""生徒一人一人の学習面だけでなく精神面のサポートも手厚く行っており、アットホームな雰囲気の中で志望校合格に向けて指導を行っています。"",""attachment"":null}]"
HIGH-012,User_S,faq_test_user,講師・指導,成績が伸び悩んでいますが対応してもらえますか？,200,3.14では、生徒一人ひとりの学習状況を丁寧に分析し、個別カリキュラムを作成して成績向上をサポートしています。講師陣が生徒の理解度に合わせて指導方法を調整し、着実な学力向上を目指します。,まずは無料の個別相談で、お子様の現状や目標についてお話しさせていただければと思います。フリーダイヤル（0120-876-314）までお気軽にご連絡ください。受付時間は10:00～19:00（月〜土）となっております。,具体的な学習プランについては、実際の面談でより詳しくご説明させていただきます。お子様の可能性を最大限に引き出せるよう、私たちがしっかりとサポートいたします。,6431,성공,,2025-07-27T20:29:28.858Z,"[{""type"":""main"",""text"":""3.14では、生徒一人ひとりの学習状況を丁寧に分析し、個別カリキュラムを作成して成績向上をサポートしています。講師陣が生徒の理解度に合わせて指導方法を調整し、着実な学力向上を目指します。"",""attachment"":null},{""type"":""sub"",""text"":""まずは無料の個別相談で、お子様の現状や目標についてお話しさせていただければと思います。フリーダイヤル（0120-876-314）までお気軽にご連絡ください。受付時間は10:00～19:00（月〜土）となっております。"",""attachment"":null},{""type"":""cta"",""text"":""具体的な学習プランについては、実際の面談でより詳しくご説明させていただきます。お子様の可能性を最大限に引き出せるよう、私たちがしっかりとサポートいたします。"",""attachment"":null}]"
